Country/area,Technology/source,Year,Value_TWh
Portugal,Charcoal,2021,0.00046317592924445756
Portugal,Electricity,2020,0.022087830385458928
Portugal,Electricity,2021,0.025215435828358793
Portugal,Geothermal,2020,0.0007865623142750222
Portugal,Geothermal,2021,0.0006577669062275429
Portugal,GrandTotal,2020,0.10648372658445614
Portugal,GrandTotal,2021,0.1140750698823718
Portugal,Hydropower,2020,0.010138228897987453
Portugal,Hydropower,2021,0.010367135401496941
Portugal,Liquid Biofuels,2020,0.0049342803364268994
Portugal,Liquid Biofuels,2021,0.006832599757583658
Portugal,Other RE,2020,0.013928463593483998
Portugal,Other RE,2021,0.01463045445483263
Portugal,Pellets,2020,6.584241149063376e-05
Portugal,Pellets,2021,-0.00017293378542588254
Portugal,RenWaste,2020,0.0008711301369890106
Portugal,RenWaste,2021,0.0009544217421695658
Portugal,Solar PV,2020,0.0014398130466088477
Portugal,Solar PV,2021,0.0019477554777568888
Portugal,Solar Thermal,2020,0.0019520624826249299
Portugal,Solar Thermal,2021,0.0020445868796641845
Portugal,Solid Biofuels,2020,0.03905982000671946
Portugal,Solid Biofuels,2021,0.03906865629161684
Portugal,Wind,2020,0.010319538568969106
Portugal,Wind,2021,0.01150598908281373
Romania,Biogas,2020,0.00018980643232943776
Romania,Biogas,2021,0.00019052597533890137
Romania,Charcoal,2020,0.00040705743876679194
Romania,Charcoal,2021,0.000506619216921312
Romania,Electricity,2020,0.016480688492461187
Romania,Electricity,2021,0.017269190876770785
Romania,Geothermal,2020,0.00021160901505546423
Romania,Geothermal,2021,0.0002799377824075611
Romania,GrandTotal,2020,0.11239097338947378
Romania,GrandTotal,2021,0.11880192354986521
Romania,Heat,2020,0.0006292168518117836
Romania,Heat,2021,0.0006371231225829744
Romania,Hydropower,2020,0.012185170832307367
Romania,Hydropower,2021,0.013670489626443884
Romania,Liquid Biofuels,2020,0.009367196169636527
Romania,Liquid Biofuels,2021,0.009609698352094022
Romania,Pellets,2020,0.0047280872225618515
Romania,Pellets,2021,0.004711628934541045
Romania,RenWaste,2020,3.9447236086475195e-05
Romania,RenWaste,2021,4.0600186632227994e-05
Romania,Solar PV,2020,0.0013731965935670312
Romania,Solar PV,2021,0.0013373367452793065
Romania,Solar Thermal,2020,1.5016443963924e-05
Romania,Solar Thermal,2021,2.2802679653311197e-05
Romania,Solid Biofuels,2020,0.06125871590446761
Romania,Solid Biofuels,2021,0.06536336423059905
Romania,Wind,2020,0.0055022627866913735
Romania,Wind,2021,0.005162605827553882
Slovakia,Biogas,2020,0.001223167368290269
Slovakia,Biogas,2021,0.0012371551014663143
Slovakia,Charcoal,2020,1.3375214000855996e-05
Slovakia,Charcoal,2021,1.3375214000855996e-05
Slovakia,Electricity,2020,0.004739622862192371
Slovakia,Electricity,2021,0.004856372288368336
Slovakia,Geothermal,2020,7.656061389030794e-05
Slovakia,Geothermal,2021,6.127562593837368e-05
Slovakia,GrandTotal,2020,0.036243865958184386
Slovakia,GrandTotal,2021,0.03998400749730576
Slovakia,Heat,2020,0.0011016577774988034
Slovakia,Heat,2021,0.0012922373564212006
Slovakia,Hydropower,2020,0.0036754906003537953
Slovakia,Hydropower,2021,0.0035248956476535893
Slovakia,Liquid Biofuels,2020,0.0030093314820592606
Slovakia,Liquid Biofuels,2021,0.003130317677074411
Slovakia,Other RE,2020,0.0010018127970498295
Slovakia,Other RE,2021,0.0013393628352796909
Slovakia,RenWaste,2020,0.0003328122767851527
Slovakia,RenWaste,2021,0.000503441274291661
Slovakia,Solar PV,2020,0.0005394842302552153
Slovakia,Solar PV,2021,0.0005554732221871274
Slovakia,Solar Thermal,2020,0.00015532460650655183
Slovakia,Solar Thermal,2021,0.00016667187379791837
Slovakia,Solid Biofuels,2020,0.02037197132108655
Slovakia,Solid Biofuels,2021,0.02329954800141184
Slovakia,Wind,2020,3.2548068201113657e-06
Slovakia,Wind,2021,4.1391447255209e-06
Slovenia,Biogas,2020,0.00022882349037573951
Slovenia,Biogas,2021,0.00021116869770182914
Slovenia,Electricity,2020,0.00332418606194755
Slovenia,Electricity,2021,0.003823262655173671
Slovenia,Geothermal,2020,0.00021003547733518133
Slovenia,Geothermal,2021,0.0002168121861794316
Slovenia,GrandTotal,2020,0.021059899755185955
Slovenia,GrandTotal,2021,0.023240553491075816
Slovenia,Heat,2020,0.0003391946229284718
Slovenia,Heat,2021,0.0003628890830846677
Slovenia,Hydropower,2020,0.0038164753298478306
Slovenia,Hydropower,2021,0.0038920019734448126
Slovenia,Liquid Biofuels,2020,0.001820260505646536
Slovenia,Liquid Biofuels,2021,0.002012865369050488
Slovenia,Other RE,2020,0.0009353802436820856
Slovenia,Other RE,2021,0.0011306995724575486
Slovenia,Solar PV,2020,0.00028479810750207637
Slovenia,Solar PV,2021,0.0003742201747966262
Slovenia,Solar Thermal,2020,0.0001989332754868056
Slovenia,Solar Thermal,2021,0.0001970846347977984
Slovenia,Solid Biofuels,2020,0.009896977519277145
Slovenia,Solid Biofuels,2021,0.011014929958832399
Slovenia,Wind,2020,4.835123060114702e-06
Slovenia,Wind,2021,4.61918646628177e-06
Spain,Biogas,2020,0.0036104184908483396
Spain,Biogas,2021,0.0033668493922463165
Spain,Charcoal,2020,0.00016703276508476397
Spain,Charcoal,2021,0.00016703276508476397
Spain,Electricity,2020,0.07947466753343391
Spain,Electricity,2021,0.08716149225967218
Spain,Geothermal,2020,3.7357079187576005e-06
Spain,Geothermal,2021,3.7357079187576005e-06
Spain,GrandTotal,2020,0.3073070234861666
Spain,GrandTotal,2021,0.32857466774025557
Spain,Hydropower,2020,0.02498562848439436
Spain,Hydropower,2021,0.024204241473092945
Spain,Liquid Biofuels,2020,0.02721865502109546
Spain,Liquid Biofuels,2021,0.027228872611483892
Spain,Other RE,2020,0.01861371401955422
Spain,Other RE,2021,0.020788767338508235
Spain,Pellets,2020,0.0037593194076479997
Spain,Pellets,2021,0.0038499844385179996
Spain,RenWaste,2020,0.0012181007594400065
Spain,RenWaste,2021,0.0014871592931829125
Spain,Solar PV,2020,0.012826676049971387
Spain,Solar PV,2021,0.01789864670515769
Spain,Solar Thermal,2020,0.015381373208586046
Spain,Solar Thermal,2021,0.015890544498747446
Spain,Solid Biofuels,2020,0.0738602122237516
Spain,Solid Biofuels,2021,0.07585643014125007
Spain,Wind,2020,0.04618748982430262
Spain,Wind,2021,0.050670920231167815
Sweden,Biogas,2020,0.0031928872451716292
Sweden,Biogas,2021,0.003417102771412648
Sweden,Electricity,2020,0.06565199304791025
Sweden,Electricity,2021,0.06722393174538686
Sweden,GrandTotal,2020,0.3939401786211574
Sweden,GrandTotal,2021,0.41250832430638007
Sweden,Heat,2020,0.027998849318821403
Sweden,Heat,2021,0.032994903144877706
Sweden,Hydropower,2020,0.0561064098059821
Sweden,Hydropower,2021,0.056983483592080705
Sweden,Liquid Biofuels,2020,0.03188730864457681
Sweden,Liquid Biofuels,2021,0.03623503170851942
Sweden,Other RE,2020,0.03345080562622062
Sweden,Other RE,2021,0.03346538468664328
Sweden,Pellets,2020,0.009127338344071567
Sweden,Pellets,2021,0.008109515841823001
Sweden,RenWaste,2020,0.010187297244259843
Sweden,RenWaste,2021,0.009982384813848447
Sweden,Solar PV,2020,0.0008145966472788444
Sweden,Solar PV,2021,0.0011769208360629662
Sweden,Solar Thermal,2020,0.00020185508149439998
Sweden,Solar Thermal,2021,0.00019676240741999998
Sweden,Solid Biofuels,2020,0.13398631116266088
Sweden,Solid Biofuels,2021,0.1417110867313523
Sweden,Wind,2020,0.021334526464067978
Sweden,Wind,2021,0.02101181602607157
Switzerland,Electricity,2020,0.0182676745966473
Switzerland,GrandTotal,2020,0.10376190683235421
Switzerland,GrandTotal,2021,0.10523412533247496
Switzerland,Heat,2020,0.002344020331336674
Switzerland,Heat,2021,0.0023509300827941485
